X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
4,5,mar,fri,91.30825377623724,31.64058271575091,78.188536744008,8.920329468433431,16.532308390396686,26.412695785310163,4.162027789120141,0.007851826766922946,0.0
6,3,sep,sun,92.73084933672408,68.74973634639814,699.879020493795,7.803949498044236,17.868346379988377,40.05289739345115,3.506075353987285,-0.025143779465003385,0.0
5,6,mar,sat,91.01121767051688,57.30002535896761,57.9885968934139,7.9171948473267415,14.324732077733469,62.661281248922734,3.679012558136751,-0.012412500323315243,13.99
3,5,sep,thu,90.69661274447078,144.2821857122729,854.8213982989369,7.31773252053277,13.00228273925444,36.187618002345076,2.75586124489648,-0.012041902617666439,2.18
6,3,sep,fri,89.10908917537301,76.86038187202847,734.1576108663602,5.737873449561093,20.849362567716796,32.769856565432434,1.5335720615854924,0.004131062158984652,0.0
2,4,sep,sat,93.59143798814844,139.5927318895102,754.3594225127214,8.294334117940751,29.81863357652188,25.376452733961205,2.1615010546277533,0.025175985710906297,1.61
3,5,mar,tue,88.09345027803815,12.811841732196855,60.48865724290961,3.065588982772284,15.467374591600324,25.475618838122145,6.452078124289388,0.024098150646955276,0.0
7,4,aug,fri,94.5598390378528,232.88465716341275,718.3492323321402,12.352233576992857,22.390062138383563,32.175848244135096,3.055509666999658,-0.051293735890738726,0.0
4,3,sep,thu,94.23266554073918,135.40535312015655,685.0163898728271,9.345088395499547,28.345721821222412,24.347340454783602,2.451403001687725,-0.03282946656407186,0.0
4,5,feb,sun,85.51470703991961,7.549507337556808,65.34393284860053,2.309388994400445,10.26955441408981,60.9533108465558,1.8301485029613125,0.015950673167415812,51.78
8,6,aug,sat,88.68462054536866,242.06994216100694,789.5350466852781,9.789621805960932,12.921052017468693,72.57716607795213,2.5241308273993956,0.012594966534929248,0.0
1,2,aug,fri,89.95414858180582,169.48382604755182,706.8411674163781,7.311613046683308,18.587953257359157,76.59690858337504,8.493405970459829,0.025828817218905363,0.0
3,4,aug,sat,92.47814555808706,158.9035194603578,688.5634381800074,13.599320663197428,20.67577612365196,59.31572763606322,0.603172162846435,-0.012652864857571082,0.0
2,4,aug,wed,92.33086288457761,106.80688548745577,665.9104714988503,9.679278708099464,21.130221715609316,35.91286360697117,4.343283700699614,0.03427407948693228,1.64
7,4,aug,thu,92.87148439762568,113.8579868752655,578.7071669183351,7.315553439927264,21.031838347628447,38.701516226476,2.655278610937843,0.003034925365219963,1.52
8,6,aug,thu,89.9598955035739,188.58285057530938,649.3539070192298,6.590105417268356,21.938359367472863,40.45203545333302,3.5224809613391623,0.03214251210188035,0.0
4,6,sep,sun,93.08836104068148,152.06395800080247,723.213346966601,7.7182708470370995,28.291993496033356,25.368583482001295,2.8732672045348555,-0.04240207436106256,64.1
3,5,aug,sat,93.45860058554204,145.18456467526278,583.7927142533201,19.83607711554864,17.51570302450167,51.411314991376294,5.5479180234258,-0.02684659185384704,0.0
4,4,dec,mon,85.0306688324395,26.184768922776794,340.1709428721381,3.1436294583368576,4.375919266778898,20.02400200184507,8.2148240127451,-0.028142407814502942,22.03
1,3,sep,sun,91.09170612103526,281.7284859180631,839.3225910427558,6.319716956675324,21.459839693199655,42.356213909292634,3.9360881860837873,-0.011548899336936489,70.76
5,4,sep,sat,92.6235445692411,102.78696618417376,735.7266405199232,8.020602497850083,23.928906348093886,26.04141523498342,3.2651954503848963,0.01097757335784167,0.0
8,6,aug,thu,90.62705669278665,190.9985623831631,614.4050206864645,7.126401940361428,23.183991962729337,42.81909378792751,3.7435647666970193,0.003227206383042863,0.0
1,2,aug,thu,91.9316486979464,121.45357849992203,605.6019262127292,6.147251847723571,21.50338196746899,43.1552592440178,3.736277059736436,-0.027471465118479168,0.0
2,2,aug,sun,89.94681168873424,100.13145601011682,640.1887025749039,6.891312849106483,21.680055845126795,32.869355397648725,2.4781520599483766,0.014234066424791917,0.0
2,4,aug,mon,93.34987280881278,213.58645404523025,634.4728926541561,9.010974946183826,28.087332042551832,34.17502643888718,2.4939904393264007,0.0010937257322194123,2.35
8,6,sep,fri,91.06699564677072,78.46398607866242,749.1989035027945,7.149623503959225,21.850817715481185,45.424004410638304,2.9314525901163355,-0.03475050743005443,30.18
5,5,mar,sat,92.25604395557876,27.00837428789701,67.77500384125808,7.925694881200493,15.256204789304714,29.4048474264724,5.286733002548477,0.000614133298996013,0.0
4,6,dec,fri,85.09237535032909,25.63727911000557,355.3244514641362,4.011971367072943,1.2393951541861759,58.70429383648091,4.790873370902985,0.020883738344183334,9.27
4,3,sep,fri,89.75570488095421,292.5489928587455,841.1379334549408,7.685835890403545,20.53951758155294,43.25409207856507,2.8620669909977847,0.037213161366644064,7.8
4,4,aug,thu,94.7919194726485,150.96933980901213,637.0464025198512,14.211775465604175,32.450428521563154,21.470371858158778,4.766252781240554,-0.02518524550971165,0.0
8,6,aug,sat,93.63077958962573,116.97113687497745,561.8820326431551,11.328418599246355,24.122439359442986,40.71220312019833,2.029373395563799,0.05015722295185041,8.02
6,5,apr,mon,87.84074407777473,23.64287627502012,45.37017092409475,4.168323144110528,10.633757115282522,63.6810468473948,3.377118755576659,0.01726227901015769,3.35
6,5,aug,wed,93.71494847306366,166.20700651549322,656.0300455728584,13.678786080856574,23.12933819550877,38.02417175320352,3.877403771944066,0.038661256407043786,0.21
5,4,aug,fri,90.78690387840614,163.19718686782667,794.7996639719528,6.995287734023652,20.76977999014789,69.11819443682217,7.6463930377273375,1.4218011967942505,2.17
4,6,dec,fri,84.16754229876831,37.11218680328434,372.5731315182696,3.854802632452669,2.2483226610610294,58.844030374063756,5.177419084744966,-0.0694332078912849,9.27
8,3,sep,tue,84.45041655434562,76.14153014949908,694.6801136493343,2.811199885850129,24.60762297289714,26.985535117367153,3.3669364371279804,-0.028222537981565043,0.96
8,6,aug,mon,92.59646878675403,87.1363640152747,498.9338268967912,8.688193031253933,23.567479533585413,26.811555543355702,2.7838086095642915,0.01450003353024262,0.0
4,4,dec,mon,86.20526722942552,29.33618902218327,344.7638105680627,2.182508295067555,4.800344060266183,20.86474096863225,8.66659028018765,0.001045739075592438,17.85
6,3,sep,sun,93.23557287594573,145.11325790617644,714.3637155045062,8.28666684553636,22.319955531452436,37.18815904159349,3.631850345048287,0.017736264474825274,0.0
2,2,aug,tue,94.33924227760839,101.02765546411092,659.0682302211627,16.485666601463272,18.11643655995524,43.24953041816683,6.6321465953932845,0.021434183257033806,1.07
4,5,mar,fri,91.51664126152272,37.546183480244395,77.77250624575684,9.678489184765342,17.217696808427185,26.028457569898002,4.807661932485604,-0.006372963567819393,0.0
8,6,aug,mon,92.53822310809075,216.45316300740086,657.2149881140992,8.449701099756618,26.191832119261235,26.537212241501877,2.115960286992563,0.02681797617141833,1.23
2,4,aug,mon,95.0363304424063,137.00039376744647,588.1545739030612,21.75064212482142,31.068982753349772,30.99356014770028,4.000151242241518,-0.0466435724216832,2.07
5,4,aug,tue,87.83191065166463,138.04582895288854,626.747847791333,8.52639549990314,17.15564506124968,42.45664469916033,4.462168307176264,-0.019329481715378946,0.0
7,4,aug,sat,91.48556340815344,272.0531396994824,836.6233890607865,7.743366840211517,15.015393323406336,72.05810309563908,8.032918746483933,-0.0036330967591693105,1.94
8,5,sep,sun,89.64758115476356,87.44375517778882,729.4602721423097,4.258101393927379,17.56391812668635,65.82475457888879,2.0952252919304306,-0.03614585441714737,2.01
8,6,aug,thu,91.2763398255184,245.54628184944448,791.8482697989513,6.378714215816765,19.78257151508667,56.56507639099178,2.346693285397077,-0.01599348541669155,0.0
6,5,aug,thu,95.6340872340007,129.4087954623334,569.3648325396664,10.241755474402588,26.700720219015057,21.506268146969173,4.114484280985454,0.025286353551117448,0.9
3,4,sep,sun,90.3823693457451,95.09586570956931,698.2228531957022,3.9412624817503072,22.42410666990003,38.59568667962264,3.508359467119405,0.0011298784962044505,0.0
7,4,oct,sat,90.2828294202447,42.57523000583949,709.9464696161621,6.2783316599031025,13.98016780516856,35.11711094363973,1.2773967725713387,-0.004704391224350066,0.0
4,3,aug,thu,91.59342642431264,125.62427276275916,673.7646630561254,6.2067543523778355,16.619942178948335,45.05544784878189,3.412976080396162,-0.03152745459256672,0.0
1,2,aug,thu,92.19154097531575,120.59033522437592,641.2712880803477,6.709092796976526,20.518410780255845,45.14026980147023,3.425263375917341,0.03624426202037012,0.0
6,3,sep,sun,93.74526708419135,101.20750774074506,723.7807094264007,8.989041154079526,24.27022113669146,26.532885688166218,1.6723886467878268,0.0005354767529154779,14.29
4,5,sep,sun,91.30581518774177,279.5780926159183,848.6454574714211,6.665388851367811,14.574611183404189,78.57763860823407,7.494047436073972,0.008354439334578445,0.0
7,4,aug,fri,94.21421945048853,235.04483492032142,678.5473440321183,11.638485087039253,23.27128602103928,32.93512783860349,2.822074298992668,0.017372832800839698,0.0
7,6,jul,wed,91.38130177624359,190.94101669636922,424.70703043140855,12.630360430686713,12.76204294766375,89.87977427970958,7.443817743053004,0.15578546300009788,0.0
1,4,aug,fri,91.0253483853773,262.9650125044831,788.1308886644489,5.007642444281375,23.18844578272054,44.65952893722917,3.764515887544779,-0.0438959859239289,0.0
2,5,aug,sat,93.68183725120733,238.03066653054574,690.9356580590245,8.467560618815307,18.94091289571987,62.16118793784073,4.640391528578248,-0.021405829055084074,0.0
4,3,jun,thu,93.72309048114418,86.87563061488453,283.125988383269,11.133596306982403,27.066552635996803,32.746443931678606,2.6920386838590598,0.07169467689951385,10.08
3,4,aug,thu,93.59212310081712,69.7159805586183,509.47321341816615,7.141309459904694,19.5916056927146,39.130298927700885,3.2511221786432962,-0.008685902100136865,0.0
5,4,mar,fri,92.07975391830537,45.42413884515278,68.18432593961916,9.907908332310326,15.866815846837827,27.44685327636191,6.2353659667315,-0.002619417532302782,0.0
8,6,mar,sun,89.15150501966627,42.283891957361206,76.95924186110689,9.228866986823554,10.792939406860391,39.378914430911045,5.768016113858202,-0.04638504913432607,7.19
6,5,sep,tue,92.33666285221709,115.25815405937627,748.0237153257765,6.255957914311168,19.72120525746332,43.157874156208166,3.1244014835013223,-0.010794754069554442,20.03
2,4,aug,thu,91.23037064972813,246.66795740441492,785.1532655292121,6.6969047831217585,17.561695343836718,56.14892580166296,2.778226922862536,0.010918492741236524,0.0
4,5,sep,fri,95.17984795458676,81.00473648317977,657.4381775753128,16.461588049100197,17.30210675441662,36.95538263800253,3.5424563886217624,0.03391857551685588,0.0
4,5,sep,mon,88.61582362781162,99.06055109920293,709.8799686793492,6.6954663110763635,16.713083324456335,52.311284973670354,5.45944984869185,0.032426464838773546,0.0
1,4,sep,sun,89.94791444666626,73.18077982615377,693.638890915664,5.113691293295043,18.89255421703676,54.28311851031669,2.302503731988701,-0.03709274205687568,0.0
4,3,aug,wed,95.38889594673753,149.8736325360576,674.5256610514923,20.45208075734802,28.632360452533117,28.40052393668876,4.919916275784126,0.023611487065951887,49.59
7,4,feb,sun,83.82930845053833,17.787131457228366,73.6030738099347,2.519461127118155,8.01165222988881,67.28625313993966,2.3338268146010996,-0.008132440870594535,13.05
6,5,mar,thu,85.43668782021217,27.168217269554333,33.614638518690015,3.251541490999153,5.6350020191254835,70.7955626261598,4.481007403024823,0.0030441027116196676,2.14
2,5,jul,sun,94.60649328277796,170.90834195761522,445.1649913106844,12.40725887531423,24.59539034759298,38.19710871104572,6.054353095146926,0.017655996087143078,0.0
2,2,feb,fri,87.17205897359625,11.997895779927015,23.940243618894012,5.026692653211301,13.650827556649373,49.30599813008487,0.9289631825492637,0.00775065385266127,0.0
2,2,feb,fri,86.74961988978785,12.873654189511372,13.155163315423287,5.6054935687751435,11.806178710088169,50.45816974052926,0.8049061417807599,-0.04290793327441478,0.0
3,4,aug,sun,91.75997640118197,182.3865446344999,652.0671017605414,7.485994166654921,24.675973317942834,41.61323329229701,3.8654193051855916,0.006851810020179549,3.2
8,3,sep,thu,93.57015807400985,85.16587563696312,684.9145758459965,18.159460461206066,22.739029622074487,24.201588334284686,4.939285058201414,-0.00406091139682911,23.41
6,5,mar,mon,87.58079387097908,1.4081850758798193,3.2730349208785228,6.844019166113404,10.733062787401026,49.044008419510966,5.701721201264537,-0.02619490737179765,3.18
8,6,aug,sun,81.47214090548118,59.35440194624036,703.0325088215808,1.97853752133167,28.497587105669304,33.4199854602666,2.853206076644618,0.009368590917018152,0.0
2,2,mar,sun,88.62340254966436,45.22621327886919,121.95920822649671,10.083671877356021,5.474042184086605,56.521129154917126,6.177238960287659,0.005971786826782406,0.0
4,5,sep,thu,92.60308671417586,99.28348418589651,724.7404595138959,8.807320373650192,18.635327891799257,25.853166787692807,5.764550275909377,-0.05373602547885312,0.0
4,5,mar,fri,91.2626271674751,40.7076178651726,146.00957256603095,12.648306408018534,15.499698452472213,23.502096678792416,7.427934294962328,-0.005657478983252999,0.0
5,4,aug,thu,94.71232627810829,216.96898049926918,699.8396338150192,14.07438493955629,20.405656812266884,44.60853429549074,2.8817898928620655,-0.010121825801458083,0.0
2,5,aug,fri,93.21826983268687,136.63095362427805,613.7266553620207,15.266142304389914,23.487694537219006,35.733340413199656,5.773833456414501,0.06318110699627508,10.02
7,4,sep,mon,91.49719953111646,103.48916079778394,771.5976656434564,6.37573422412807,19.9990765053842,43.4657516090646,2.307265361147947,-0.017992033380038526,0.0
4,5,sep,thu,93.12440249154317,135.40405468272067,710.4651429531871,9.950235760350896,21.855690003757203,34.66456801283591,1.7339827019870548,0.03376355966263399,14.57
7,4,aug,mon,91.61689879656828,236.6104674307903,759.1363829581298,7.379766511314141,18.50475598666829,65.24248231766504,4.0586851063629545,0.013096032094995054,0.0
6,5,mar,mon,87.53433068567351,15.561604479793479,-9.982215807408238,6.112658397722808,10.347344625578769,46.09947959918152,5.6641479025985175,-0.001183079218834524,3.18
3,4,sep,sun,88.87582659131047,98.59456304133985,729.8412455312196,4.269628029648122,24.17506750316958,41.94575920159343,3.3067922429491943,0.017898450780628718,0.0
2,4,aug,mon,95.29807928614392,123.08868830601106,579.6098878734933,21.14907882953531,30.616772140012944,30.609821282752108,3.6265759457539715,-0.02113674025580781,2.07
1,2,aug,fri,89.95598272287464,103.8521088154731,571.5619991131579,12.807443281116049,14.818320220352867,67.49033618839586,2.5561121438673777,0.03292345403118463,0.0
3,4,sep,tue,84.10607251654783,84.48369744884317,686.0880231604269,2.5965017555109933,17.886242705632473,45.30196367202303,3.0378090954634294,0.0038795674401447874,0.0
3,4,aug,thu,94.51710957067942,72.95243607269276,489.1370846667001,7.705548189041956,20.019226639972356,35.1870253073402,3.1505972440548438,-0.039017218796217265,0.0
6,5,jun,sat,52.52343241569726,73.27414311254282,183.77531272229822,0.4811528399760304,11.035651642779527,88.38852919619409,2.6203909573045623,0.005765142651242244,0.0
7,4,sep,sun,92.32790190850524,95.6893549289194,752.678718068477,9.329879093602825,25.535509263001106,27.355941685575466,2.6119846018689374,0.03054566583754473,0.0
7,4,aug,thu,92.1010886554927,109.0701792590442,556.6579025668807,8.293467724815875,21.5220355902371,36.99679810896972,2.7384866408413826,0.018346429374567586,1.52
8,5,sep,sun,89.63563424963584,89.66840730229565,718.7415999199634,4.963148679322638,17.605601411532856,65.91843385057213,2.1821423611233346,0.00734952607150308,2.01
7,4,sep,sun,93.2854354096168,108.23127331563704,795.9633753995238,10.518080795472123,24.821075603379665,25.586308514970494,2.711898934998156,0.014558469698441797,0.0
2,2,aug,tue,95.21666535545876,112.66059087002787,615.8527288397808,17.11020294006855,24.069540532923014,22.746020891570573,4.2494135119314835,0.006547417715522095,8.71
9,4,jul,mon,93.10327670595026,94.03584180429755,437.83391881512495,9.747389224741108,23.204764204432355,26.265050712194004,4.6171872143833435,-0.0012281185357481757,1.63
5,4,sep,fri,89.9296889849596,286.5175230587086,841.4632755884855,8.145816268519916,16.723853095054988,59.11184998465028,3.2945004413807055,-0.008463235497382088,0.0
4,5,mar,fri,92.01925378399072,31.63134595611899,82.22583144748889,9.1610108030658,18.055655831472578,27.06046799359779,4.492296513685107,-0.010164538626214204,0.0
8,6,aug,sat,94.51461516076525,234.84754050396882,725.7187501176793,7.785864595616724,18.981508613038642,63.36814284496406,5.040394226768792,-0.021641818906693668,3.32
1,2,aug,fri,89.70591831695174,111.50864247342481,513.7287251709852,12.254035043185203,15.331328874450175,63.94360919540363,2.6789579810609983,0.023053274654525963,0.0
4,4,sep,sun,92.43521389675647,120.42906457448953,685.2949610270556,8.357451266032058,17.10115957757564,59.91583085270995,1.0948455558758323,-0.06388593120661884,29.48
4,4,dec,mon,84.54552443459752,20.32228341865524,344.96988174619526,2.4282206480699036,4.177460318505267,21.895623838724767,8.579619758545473,-0.01685742594854565,17.85
2,4,aug,thu,92.48294718878859,252.64319546024936,749.9064278016408,6.124060738867135,17.60645604272101,57.77784976618619,2.799996035185352,0.028990172974701956,0.0
6,3,apr,sun,92.12336980821858,11.72902788650122,40.76373231227965,12.651512438656981,13.401181686875915,32.788922675184025,9.168300482372219,-0.028656350715085842,61.13
7,4,sep,sun,91.79779611651351,269.55773249572445,789.2399590559875,6.999678344400243,15.075257079450555,77.5249872651766,7.678999744722373,-0.013109370225432572,11.06
5,5,aug,sun,93.40935139177107,41.67711045304313,100.10568889915217,10.646047088592658,16.83839168634207,79.19777862727882,4.561284897221861,0.057887146623977814,0.0
6,3,mar,sat,90.1821276626629,44.939085833024606,113.32004192209072,8.135698029760723,15.51962590569425,32.91407651068299,8.701134280680533,0.004617264790811178,1.94
4,5,aug,sun,91.64064983669955,206.54588647300625,690.2091951847358,8.07559624675185,11.193140756158247,77.27444083340437,1.0973236997708706,-0.00855572496346299,0.0
4,4,aug,wed,95.84717838055542,144.80803103129028,594.2454376894326,17.216691927370878,19.86018344440028,58.20352572183181,1.0525937985559204,0.023000197621079226,0.0
3,4,aug,sun,92.08769548716043,145.1902018293003,621.5456276802237,11.066874979620628,19.437641574395606,39.65762046131409,5.379598787891203,0.03285427379994036,0.0
5,6,aug,sun,91.36438386298714,172.7148002475578,619.0497893139835,7.359263316730866,25.080600632319804,35.10273923895829,3.588611177539986,-0.017098987778413177,3.63
2,2,sep,sat,92.61793125740972,121.16819712425482,699.4424397597098,8.822073923021263,18.98394724354323,47.912807491043964,1.6012339907577036,-0.002625469963072815,200.94
1,4,sep,fri,93.37355063462583,132.03025793149337,768.8899727929935,9.576713482719677,21.682335994165207,42.30992658294528,2.0952252704252468,0.029979815170078777,8.12
3,4,aug,mon,91.34355638304214,136.56206927797805,628.4129591465536,10.08595348335099,16.829663889805776,45.26017230486951,5.1842121116322195,0.018596111546062423,0.0
6,5,sep,wed,92.51062454635988,131.46245287630651,688.1414586077145,9.551163415070313,27.30372571747707,20.843602855861707,5.015331259603157,-0.008712832571083072,0.0
3,6,sep,sun,92.46458567866702,128.9202026499491,679.1434827734191,7.953131357240766,17.65053562789001,59.353392186827094,1.4625370486606049,0.0633339403475445,0.0
3,4,aug,sun,90.85232826783128,188.25239695138356,630.2868967036679,7.825626995868793,25.12847700644006,43.44680702826675,4.170156730111992,0.03238255729332988,3.2
2,2,sep,fri,91.89078172177452,123.27281310133452,671.9494155043434,12.594629632689879,23.020604851726976,36.52770747806319,4.707840134938653,0.011311196677008037,0.0
1,3,sep,mon,88.87803493715798,86.87140514072688,759.8806111097811,7.024839816667525,11.804660680535843,72.16499894037118,6.254024412261545,0.026684792047225365,30.32
2,5,jul,sat,90.76612260176438,105.68359171961178,435.5906641372973,9.140769402070928,18.085554471791024,52.09377071526193,1.5932059477775693,-0.04649738695048918,0.0
3,4,sep,fri,93.36764689653447,140.90330724562122,696.4163488522939,13.34527155560918,19.453476385601533,47.21311042624452,3.4645347120430645,0.01636559184784538,35.88
8,6,jun,wed,91.47366221260972,144.49269471041654,387.7712785215562,12.771955541871844,20.799050278586368,41.93240319891319,4.893368708275655,0.01282240572094758,0.0
5,4,sep,fri,90.56452547519226,285.06326811626025,856.547449775533,8.034421569125186,15.727646793443693,57.80640176944739,3.5925153238024756,-0.027921116954982297,0.0
1,4,aug,sat,90.22669015245134,103.93692182635037,617.3567423752984,9.343706054975033,13.962635531251054,54.38045773249272,1.9410539773652562,-0.004591058332027134,3.5
5,4,aug,sun,93.14428795925421,246.30368445788585,701.0469632502002,10.836563716100176,24.331525581428767,50.81615863966977,3.932028355759608,-0.03169931249738716,0.0
4,3,aug,sat,94.64166601723383,118.46593635454163,542.1481946653482,10.970333633268059,22.24583183230966,43.73904732279545,2.5744725689519647,-0.004529024772715229,0.68
1,2,sep,tue,91.89855159540703,120.35427553584938,691.7620110013405,8.034997515858386,17.861901348487315,40.17977840092483,2.3807074098276018,0.030865902624708254,212.88
4,5,sep,thu,92.04191928812135,98.20856180401502,737.0282092827098,8.365372520673139,19.084945042203184,23.449937798906788,5.938953304227657,0.002121283146725103,0.0
3,5,sep,fri,92.39690355448685,145.94123487060793,712.6409678327178,8.087455705873616,16.673996061195314,42.82891946934887,3.030762934845681,-0.024008153833545785,0.0
7,4,sep,fri,93.08812712079008,114.30256512901941,703.7667046956622,11.885365783077983,18.08992795087551,35.31717305589487,5.9016663745407,0.006830146851084068,1.69
6,5,sep,thu,92.77996825304045,115.81379327637057,812.8003674826842,7.3914159530646355,21.164703163112343,26.339233769811365,2.4209162105212987,-0.01401434787136951,0.0
1,5,sep,mon,91.06668055813226,124.19342228645692,705.4831406625126,7.04669874382684,21.040757490660503,41.952938671321,2.2018955483206457,0.03811480763747699,7.3
8,6,jul,sun,89.37922935290706,273.30183484753775,761.1170884199556,4.940991763966553,29.558902791225023,27.34276658894718,3.3632949658843767,0.0240173291294185,6.3
1,4,sep,mon,92.15824657689028,133.79504513401673,794.7622180652521,7.562485621198334,21.218658226977187,28.666854446389667,2.3130178238383565,-0.035026223146462754,28.19
5,4,sep,mon,91.69378050416346,78.16031500471097,728.6405430117746,9.080093016124186,19.34956730186196,40.518240746055696,2.6441170753299708,0.031819474980852025,0.0
4,4,aug,tue,92.06428790079936,160.20467707179586,683.9934989825955,14.46488896656678,20.02278102736286,53.11262028504355,2.526376656887708,0.03847682121380159,4.4
2,5,aug,thu,87.4604552233741,84.49678857072692,666.9855535360584,5.116961040072092,22.66743494232726,45.646695628212676,4.300752985554299,-0.002940388284694471,0.0
4,6,dec,fri,84.56922472041416,18.23052728784315,343.41044994459196,3.1822230223049073,2.6698927168068805,56.89463241141238,4.860218874507992,0.042623405916641155,9.27
6,5,mar,thu,90.44328600445014,26.951391154934328,47.78777213515658,8.566831322389326,14.009352973794437,26.312586013459487,3.333724447481732,0.029966024014274888,6.61
7,4,sep,sun,90.26988765758577,77.61653493595931,729.5839423610556,6.106713712185962,17.148301482271147,53.376019040184104,5.403613653863718,-0.0024462999069828108,0.41
9,4,jul,mon,92.53045384702584,92.76035829416448,460.4443989654558,9.603200461543873,21.9862056531734,26.89124982236536,4.458911010597032,0.03882921777961896,1.63
3,4,sep,fri,93.89288635386507,150.47223195019697,690.6454494206989,14.15387338441603,17.193326830282583,48.364253683674356,3.4138467194312967,-0.027887774928455688,35.88
6,5,jun,sat,53.4136973304817,71.97054594989523,204.75060524282912,0.148791503426197,10.410170178298541,89.33471238973917,2.6716145858731615,0.02011356927066922,0.0
6,5,aug,fri,63.2314467608873,75.64302965055809,679.2041819484142,0.2505430325360688,16.58258225390214,70.696623286416,6.62090314432142,0.005428394098322761,0.0
2,4,aug,sun,82.26176277228605,60.208808507983036,625.6569068463061,1.7845250781606343,22.211665357478687,73.6838479942921,5.699869384989404,0.05327207986409789,54.29
4,4,aug,wed,95.39109192510634,146.84698531911897,639.6026812124516,17.349931308759185,29.459652242347598,31.554652525683693,4.09626313702035,-0.0005945254731638041,0.0
3,4,sep,sun,91.21872734369634,102.01925413703852,775.5850837420546,12.257922684341636,21.020059126357168,52.76411201518078,5.2659924461699745,-0.05013803576313088,24.59
2,5,aug,tue,91.53019717853215,147.75415471289205,643.1223645587452,13.95485718177059,19.773275519311238,44.977718906611635,4.2791548123782235,-0.005335161377560825,3.09
1,4,aug,wed,91.73092555713083,194.04744953382894,613.190690946098,8.49393427932872,20.22838586744042,49.0075236420152,4.0593411564326605,-0.033828845692450336,82.75
1,2,aug,thu,91.28242888034724,169.02900459621117,707.5663875289591,9.615975596240276,27.23778643564176,32.97465365244499,1.6823375796338513,-0.0157620234254491,5.8
8,6,sep,mon,92.2836920979176,109.44940250851928,749.2279105228437,5.708366753647277,22.979926534088733,33.82709811792026,2.168881821653324,0.007147061877550815,7.48
1,2,sep,thu,92.29319078499944,128.1752251832724,707.2093053920405,8.859090949649884,21.52301265622863,39.64967212700059,2.489994831326763,0.02471040070293757,0.0
7,4,jul,sun,94.22779216619254,101.01200642964444,458.734190590117,14.998503893398137,18.458962762496256,86.25634901214694,4.789565511321198,0.02207903774584331,2.21
3,4,aug,sun,95.69161127613738,127.82702871437836,609.5806778399575,14.136621394419423,22.932577576572626,38.27652012243147,5.915641378961309,0.014869414396361389,1.29
7,4,jun,sun,93.56249278490762,85.33286667612448,166.31043858267878,55.42293003666255,20.78870668657657,42.383154841552056,4.489486854151713,0.038330187106090534,0.0
7,4,aug,thu,92.00407760777884,112.66229749912357,570.6535738366318,7.927232944273988,21.09141901116509,37.07118508366396,2.820672246989479,0.018831587945586228,1.52
8,4,aug,sat,91.03043421371322,277.402359451649,790.6460740815227,8.021385401414095,21.98161044894633,44.841586975840315,4.405180183866145,0.0031780293208422896,12.18
2,4,sep,wed,87.54526577418126,85.52175074210331,772.4744364086698,3.998812546626038,22.25539757362159,32.94030815992639,2.3305438523076254,-0.014432407214475172,6.04
1,3,sep,sat,91.92688159213927,100.15404688303556,775.6111508529829,8.6887722656281,21.8854673325721,48.7747455099051,4.242811348474627,0.04302631065449468,0.72
5,5,mar,sat,91.13784072053897,39.90608851403559,99.3515828797669,7.1726134074850005,15.375683414414336,27.262201839255564,5.433257960801368,0.06304991140041176,0.0
8,6,sep,tue,90.93850472470672,132.31167691068742,727.0044742315783,6.512568217760107,12.297563984981235,65.18907042870447,5.062204685919458,-0.028550017463136353,0.0
6,4,jun,sun,89.84201548537305,91.66516785843035,285.5778608396705,6.255373530406782,14.542864878242796,46.41160120917201,1.7060352119747495,0.019892202751806625,0.9
2,4,aug,wed,95.7212694893231,218.32610450002792,698.3508429612601,18.245196208917545,30.369967957466816,18.60507526085361,4.3425124898412735,-0.02403560492915728,0.0
4,3,aug,sun,90.02379755409558,87.21456227333783,611.9778477458415,5.909820309263808,21.808778636143188,33.22829679547481,2.262230987985897,-0.009620408758622039,0.0
2,5,aug,wed,96.05080227839406,100.00859839234035,491.81523731910545,13.409491957766603,23.49147493922488,30.67229547893449,5.603236655502761,-0.03744616613707509,0.77
7,4,oct,tue,91.06058403419561,31.593379290778444,697.5197516623923,7.213711796071433,17.279227887723877,36.33932444839925,0.9752261260839958,0.006662021765761809,0.0
1,3,sep,sun,91.67363184944232,269.6400794932413,780.150277060801,6.285773430757363,22.866488663141524,43.42309251793843,3.7732688361794837,0.012858558349886919,70.76
6,5,sep,wed,92.80891489200648,107.86997695642043,793.7806741057104,8.29528068069491,24.148416346822582,24.87474786906476,4.850590173652562,-0.010221871013529267,0.0
7,4,aug,sun,93.51928625130344,108.0561718694476,670.4808785370634,17.609461415162816,16.225146650182744,45.78835408956293,1.5914172516120484,-0.011355658276009057,1.56
7,4,oct,sat,90.94835584076992,40.16379424602117,708.6651363762422,6.692872264299309,14.418754451572728,34.043086786168324,1.1080339243282098,0.008984716844905462,0.0
2,2,mar,sun,88.87051602157324,45.9377175782366,78.42498217245807,9.401968134580239,10.778279572519837,38.985639924091345,5.934973587528709,-0.019169428595355753,0.0
6,5,aug,thu,94.62779516779707,129.8912161988368,574.7231999406047,11.187862012168187,27.077589866438444,21.918188184953063,3.6968169674298936,0.04691622173933737,0.9
